pid,list,item,variant,tense,sentence,target_verb,n_syllables,stress_idx,stress_start,stress_end,verb_syllable_labels,file
P02,1,78,a,present,el cura planta el geranio,planta,2,0,0.56,0.79,plan.t̪a,P02_L1_78a
P02,1,78,b,past,el cura plantó el geranio,plantó,2,1,0.9,1.01,plan.t̪o,P02_L1_78b
P02,1,79,a,present,la malla filtra el aceite,filtra,2,0,0.64,0.88,filt̪.ɾa,P02_L1_79a
P02,1,79,b,past,la malla filtró el aceite,filtró,2,1,0.81,0.89,filt̪.ɾo,P02_L1_79b
P02,1,80,a,present,el nieto monta la estantería,monta,2,0,0.87,1.05,mon.t̪a,P02_L1_80a
P02,1,80,b,past,el nieto montó la estantería,montó,2,1,0.66,0.8,mon.t̪o,P02_L1_80b
P02,1,81,a,present,el viejo canta el bolero,canta,2,0,0.66,0.82,kan.t̪a,P02_L1_81a
P02,1,81,b,past,el viejo cantó el bolero,cantó,2,1,0.75,0.85,kan.t̪o,P02_L1_81b
P02,1,82,a,present,la gata junta la comida,junta,2,0,0.6,0.79,xun.t̪a,P02_L1_82a
P02,1,82,b,past,la gata juntó la comida,juntó,2,1,0.86,1.01,xun.t̪o,P02_L1_82b
P02,1,83,a,present,la bici marca el suelo,marca,2,0,0.51,0.72,mar.ka,P02_L1_83a
P02,1,83,b,past,la bici marcó el suelo,marcó,2,1,0.81,0.96,mar.ko,P02_L1_83b
P02,1,84,a,present,la presa mezcla el cemento,mezcla,2,0,0.64,0.84,meθ.kla,P02_L1_84a
P02,1,84,b,past,la presa mezcló el cemento,mezcló,2,1,0.79,0.97,meθ.klo,P02_L1_84b
P02,1,85,a,present,la monja sopla el fuego,sopla,2,0,0.61,0.76,so.pla,P02_L1_85a
P02,1,85,b,past,la monja sopló el fuego,sopló,2,1,0.71,0.85,so.plo,P02_L1_85b
P02,1,86,a,present,la novia culpa el calor,culpa,2,0,0.57,0.75,kul.pa,P02_L1_86a
P02,1,86,b,past,la novia culpó el calor,culpó,2,1,0.8,0.97,kul.po,P02_L1_86b
P02,1,87,a,present,la sangre mancha la falda,mancha,2,0,0.69,0.91,man.tʃa,P02_L1_87a
P02,1,87,b,past,la sangre manchó la falda,manchó,2,1,0.82,1.0,man.tʃo,P02_L1_87b
P02,1,88,a,present,el novio gasta el jabón,gasta,2,0,0.8,0.98,ɡas.t̪a,P02_L1_88a
P02,1,88,b,past,el novio gastó el jabón,gastó,2,1,0.68,0.78,ɡas.t̪o,P02_L1_88b
P02,1,89,a,present,el mago salta el obstáculo,salta,2,0,0.72,0.93,sal.t̪a,P02_L1_89a
P02,1,89,b,past,el mago saltó el obstáculo,saltó,2,1,0.82,0.92,sal.t̪o,P02_L1_89b
P02,1,90,a,present,la mula corta el heno,corta,2,0,0.48,0.7,kor.t̪a,P02_L1_90a
P02,1,90,b,past,la mula cortó el heno,cortó,2,1,0.91,1.07,kor.t̪o,P02_L1_90b
P02,2,1,a,present,el dueño busca la llave,busca,2,0,0.69,0.88,bus.ka,P02_L2_01a
P02,2,1,b,past,el dueño buscó la llave,buscó,2,1,0.77,0.96,bus.ko,P02_L2_01b
P02,2,2,a,present,el cloro limpia el virus,limpia,2,0,0.68,0.93,lim.pja,P02_L2_02a
P02,2,2,b,past,el cloro limpió el virus,limpió,2,1,0.96,1.15,lim.pjo,P02_L2_02b
P02,2,3,a,present,el hijo planta el árbol,planta,2,0,0.54,0.78,plan.t̪a,P02_L2_03a
P02,2,3,b,past,el hijo plantó el árbol,plantó,2,1,0.96,1.14,plan.t̪o,P02_L2_03b
P02,2,4,a,present,el grifo filtra el agua,filtra,2,0,0.62,1.0,filt̪.ɾa,P02_L2_04a
P02,2,4,b,past,el grifo filtró el agua,filtró,2,1,0.99,1.12,filt̪.ɾo,P02_L2_04b
P02,2,5,a,present,el tío monta el alioli,monta,2,0,0.46,0.73,mon.t̪a,P02_L2_05a
P02,2,5,b,past,el tío montó el alioli,montó,2,1,0.79,0.92,mon.t̪o,P02_L2_05b
P02,2,6,a,present,el ave canta la canción,canta,2,0,0.5,0.73,kan.t̪a,P02_L2_06a
P02,2,6,b,past,el ave cantó la canción,cantó,2,1,0.73,0.87,kan.t̪o,P02_L2_06b
P02,2,7,a,present,la joven junta la basura,junta,2,0,0.65,0.9,xun.t̪a,P02_L2_07a
P02,2,7,b,past,la joven juntó la basura,juntó,2,1,0.8,0.94,xun.t̪o,P02_L2_07b
P02,2,8,a,present,la osa marca la puerta,marca,2,0,0.52,0.75,mar.ka,P02_L2_08a
P02,2,8,b,past,la osa marcó la puerta,marcó,2,1,0.75,0.88,mar.ko,P02_L2_08b
P02,2,9,a,present,el río mezcla la arena,mezcla,2,0,0.63,0.88,meθ.kla,P02_L2_09a
P02,2,9,b,past,el río mezcló la arena,mezcló,2,1,0.76,1.01,meθ.klo,P02_L2_09b
P02,2,10,a,present,el suegro sopla la vela,sopla,2,0,0.71,0.93,so.pla,P02_L2_10a
P02,2,10,b,past,el suegro sopló la vela,sopló,2,1,0.81,1.01,so.plo,P02_L2_10b
P02,2,11,a,present,el yerno culpa el ruido,culpa,2,0,0.77,1.0,kul.pa,P02_L2_11a
P02,2,11,b,past,el yerno culpó el ruido,culpó,2,1,0.87,1.1,kul.po,P02_L2_11b
P02,2,12,a,present,la tinta mancha la camisa,mancha,2,0,0.67,0.87,man.tʃa,P02_L2_12a
P02,2,12,b,past,la tinta manchó la camisa,manchó,2,1,0.86,1.03,man.tʃo,P02_L2_12b
P02,2,13,a,present,la doña gasta el dinero,gasta,2,0,0.68,0.9,ɡas.t̪a,P02_L2_13a
P02,2,13,b,past,la doña gastó el dinero,gastó,2,1,0.83,0.94,ɡas.t̪o,P02_L2_13b
P02,2,14,a,present,la perra salta la cerca,salta,2,0,0.59,0.84,sal.t̪a,P02_L2_14a
P02,2,14,b,past,la perra saltó la cerca,saltó,2,1,0.96,1.09,sal.t̪o,P02_L2_14b
P02,2,15,a,present,el cúter corta el paquete,corta,2,0,0.74,0.94,kor.t̪a,P02_L2_15a
P02,2,15,b,past,el cúter cortó el paquete,cortó,2,1,0.96,1.04,kor.t̪o,P02_L2_15b
P02,2,16,a,present,la niña busca el gato,busca,2,0,0.61,0.82,bus.ka,P02_L2_16a
P02,2,16,b,past,la niña buscó el gato,buscó,2,1,0.96,1.14,bus.ko,P02_L2_16b
P02,2,17,a,present,la madre limpia la casa,limpia,2,0,0.47,0.71,lim.pja,P02_L2_17a
P02,2,17,b,past,la madre limpió la casa,limpió,2,1,0.78,0.96,lim.pjo,P02_L2_17b
P02,2,18,a,present,la hija planta la flor,planta,2,0,0.48,0.75,plan.t̪a,P02_L2_18a
P02,2,18,b,past,la hija plantó la flor,plantó,2,1,0.7,0.83,plan.t̪o,P02_L2_18b
P02,2,19,a,present,el termo filtra el té,filtra,2,0,0.55,0.91,filt̪.ɾa,P02_L2_19a
P02,2,19,b,past,el termo filtró el té,filtró,2,1,0.81,0.94,filt̪.ɾo,P02_L2_19b
P02,2,20,a,present,la tía monta la nata,monta,2,0,0.65,0.93,mon.t̪a,P02_L2_20a
P02,2,20,b,past,la tía montó la nata,montó,2,1,0.73,0.88,mon.t̪o,P02_L2_20b
P02,2,21,a,present,la nieta canta el himno,canta,2,0,0.55,0.77,kan.t̪a,P02_L2_21a
P02,2,21,b,past,la nieta cantó el himno,cantó,2,1,0.76,0.87,kan.t̪o,P02_L2_21b
P02,2,22,a,present,el duque junta la leña,junta,2,0,0.58,0.81,xun.t̪a,P02_L2_22a
P02,2,22,b,past,el duque juntó la leña,juntó,2,1,0.75,0.89,xun.t̪o,P02_L2_22b
P02,2,23,a,present,el perro marca el territorio,marca,2,0,0.57,0.82,mar.ka,P02_L2_23a
P02,2,23,b,past,el perro marcó el territorio,marcó,2,1,0.76,0.86,mar.ko,P02_L2_23b
P02,2,24,a,present,el lobo mezcla la carne,mezcla,2,0,0.51,0.75,meθ.kla,P02_L2_24a
P02,2,24,b,past,el lobo mezcló la carne,mezcló,2,1,0.67,0.87,meθ.klo,P02_L2_24b
P02,2,25,a,present,el nene sopla el guiso,sopla,2,0,0.5,0.72,so.pla,P02_L2_25a
P02,2,25,b,past,el nene sopló el guiso,sopló,2,1,0.7,0.84,so.plo,P02_L2_25b
P02,2,26,a,present,la dama culpa la tormenta,culpa,2,0,0.5,0.69,kul.pa,P02_L2_26a
P02,2,26,b,past,la dama culpó la tormenta,culpó,2,1,0.7,0.82,kul.po,P02_L2_26b
P02,2,27,a,present,el lodo mancha el pantalón,mancha,2,0,0.47,0.7,man.tʃa,P02_L2_27a
P02,2,27,b,past,el lodo manchó el pantalón,manchó,2,1,0.83,0.98,man.tʃo,P02_L2_27b
P02,2,28,a,present,el chico gasta la pila,gasta,2,0,0.66,0.9,ɡas.t̪a,P02_L2_28a
P02,2,28,b,past,el chico gastó la pila,gastó,2,1,0.72,0.85,ɡas.t̪o,P02_L2_28b
P02,2,29,a,present,el socio salta el control,salta,2,0,0.53,0.75,sal.t̪a,P02_L2_29a
P02,2,29,b,past,el socio saltó el control,saltó,2,1,0.69,0.8,sal.t̪o,P02_L2_29b
P02,2,30,a,present,la nena corta la cartulina,corta,2,0,0.43,0.6,kor.t̪a,P02_L2_30a
P02,2,30,b,past,la nena cortó la cartulina,cortó,2,1,0.62,0.75,kor.t̪o,P02_L2_30b
P02,2,31,a,present,el móvil busca la señal,busca,2,0,0.46,0.67,bus.ka,P02_L2_31a
P02,2,31,b,past,el móvil buscó la señal,buscó,2,1,0.61,0.73,bus.ko,P02_L2_31b
P02,2,32,a,present,el coche limpia la nieve,limpia,2,0,0.49,0.67,lim.pja,P02_L2_32a
P02,2,32,b,past,el coche limpió la nieve,limpió,2,1,0.68,0.84,lim.pjo,P02_L2_32b
P02,2,33,a,present,la reina planta el rosal,planta,2,0,0.62,0.86,plan.t̪a,P02_L2_33a
P02,2,33,b,past,la reina plantó el rosal,plantó,2,1,0.85,0.97,plan.t̪o,P02_L2_33b
P02,2,34,a,present,la jarra filtra el caldo,filtra,2,0,0.49,0.81,filt̪.ɾa,P02_L2_34a
P02,2,34,b,past,la jarra filtró el caldo,filtró,2,1,0.84,0.96,filt̪.ɾo,P02_L2_34b
P02,2,35,a,present,el monje monta la mayonesa,monta,2,0,0.58,0.83,mon.t̪a,P02_L2_35a
P02,2,35,b,past,el monje montó la mayonesa,montó,2,1,0.72,0.84,mon.t̪o,P02_L2_35b
P02,2,36,a,present,el loro canta la melodía,canta,2,0,0.51,0.71,kan.t̪a,P02_L2_36a
P02,2,36,b,past,el loro cantó la melodía,cantó,2,1,0.73,0.84,kan.t̪o,P02_L2_36b
P02,2,37,a,present,el clavo junta la madera,junta,2,0,0.45,0.68,xun.t̪a,P02_L2_37a
P02,2,37,b,past,el clavo juntó la madera,juntó,2,1,0.77,0.9,xun.t̪o,P02_L2_37b
P02,2,38,a,present,el sastre marca el traje,marca,2,0,0.51,0.73,mar.ka,P02_L2_38a
P02,2,38,b,past,el sastre marcó el traje,marcó,2,1,1.0,1.2,mar.ko,P02_L2_38b
P02,2,39,a,present,la brocha mezcla la pintura,mezcla,2,0,0.67,0.9,meθ.kla,P02_L2_39a
P02,2,39,b,past,la brocha mezcló la pintura,mezcló,2,1,0.86,1.03,meθ.klo,P02_L2_39b
P02,2,40,a,present,la suegra sopla la sopa,sopla,2,0,0.65,0.84,so.pla,P02_L2_40a
P02,2,40,b,past,la suegra sopló la sopa,sopló,2,1,0.78,0.94,so.plo,P02_L2_40b
P02,2,41,a,present,el conde culpa el error,culpa,2,0,0.57,0.81,kul.pa,P02_L2_41a
P02,2,41,b,past,el conde culpó el error,culpó,2,1,0.7,0.89,kul.po,P02_L2_41b
P02,2,42,a,present,el zumo mancha la servilleta,mancha,2,0,0.47,0.66,man.tʃa,P02_L2_42a
P02,2,42,b,past,el zumo manchó la servilleta,manchó,2,1,0.66,0.82,man.tʃo,P02_L2_42b
P02,2,43,a,present,la jueza gasta el sueldo,gasta,2,0,0.54,0.78,ɡas.t̪a,P02_L2_43a
P02,2,43,b,past,la jueza gastó el sueldo,gastó,2,1,0.73,0.85,ɡas.t̪o,P02_L2_43b
P02,2,44,a,present,la rana salta la piedra,salta,2,0,0.49,0.74,sal.t̪a,P02_L2_44a
P02,2,44,b,past,la rana saltó la piedra,saltó,2,1,0.67,0.81,sal.t̪o,P02_L2_44b
P02,2,45,a,present,el láser corta el acero,corta,2,0,0.49,0.68,kor.t̪a,P02_L2_45a
P02,2,45,b,past,el láser cortó el acero,cortó,2,1,0.74,0.84,kor.t̪o,P02_L2_45b
P02,2,46,a,present,el padre busca el libro,busca,2,0,0.44,0.68,bus.ka,P02_L2_46a
P02,2,46,b,past,el padre buscó el libro,buscó,2,1,0.77,0.91,bus.ko,P02_L2_46b
P02,2,47,a,present,la lluvia limpia la calle,limpia,2,0,0.56,0.74,lim.pja,P02_L2_47a
P02,2,47,b,past,la lluvia limpió la calle,limpió,2,1,0.73,0.87,lim.pjo,P02_L2_47b
P02,2,48,a,present,el líder planta la semilla,planta,2,0,0.42,0.64,plan.t̪a,P02_L2_48a
P02,2,48,b,past,el líder plantó la semilla,plantó,2,1,0.79,0.89,plan.t̪o,P02_L2_48b
P02,2,49,a,present,la tela filtra el café,filtra,2,0,0.4,0.66,filt̪.ɾa,P02_L2_49a
P02,2,49,b,past,la tela filtró el café,filtró,2,1,0.72,0.83,filt̪.ɾo,P02_L2_49b
P02,2,50,a,present,la dueña monta la tienda,monta,2,0,0.45,0.66,mon.t̪a,P02_L2_50a
P02,2,50,b,past,la dueña montó la tienda,montó,2,1,0.67,0.82,mon.t̪o,P02_L2_50b
P02,2,51,a,present,la gorda canta la ópera,canta,2,0,0.53,0.73,kan.t̪a,P02_L2_51a
P02,2,51,b,past,la gorda cantó la ópera,cantó,2,1,0.74,0.85,kan.t̪o,P02_L2_51b
P02,2,52,a,present,el primo junta el papel,junta,2,0,0.46,0.68,xun.t̪a,P02_L2_52a
P02,2,52,b,past,el primo juntó el papel,juntó,2,1,0.57,0.66,xun.t̪o,P02_L2_52b
P02,2,53,a,present,el hombre marca la ruta,marca,2,0,0.39,0.59,mar.ka,P02_L2_53a
P02,2,53,b,past,el hombre marcó la ruta,marcó,2,1,0.57,0.69,mar.ko,P02_L2_53b
P02,2,54,a,present,el lago mezcla la tierra,mezcla,2,0,0.45,0.66,meθ.kla,P02_L2_54a
P02,2,54,b,past,el lago mezcló la tierra,mezcló,2,1,0.63,0.78,meθ.klo,P02_L2_54b
P02,2,55,a,present,la chica sopla el polvo,sopla,2,0,0.55,0.76,so.pla,P02_L2_55a
P02,2,55,b,past,la chica sopló el polvo,sopló,2,1,0.68,0.84,so.plo,P02_L2_55b
P02,2,56,a,present,la ama culpa la demora,culpa,2,0,0.51,0.73,kul.pa,P02_L2_56a
P02,2,56,b,past,la ama culpó la demora,culpó,2,1,0.64,0.8,kul.po,P02_L2_56b
P02,2,57,a,present,el vino mancha la mesa,mancha,2,0,0.46,0.65,man.tʃa,P02_L2_57a
P02,2,57,b,past,el vino manchó la mesa,manchó,2,1,0.58,0.72,man.tʃo,P02_L2_57b
P02,2,58,a,present,el carro gasta la gasolina,gasta,2,0,0.37,0.57,ɡas.t̪a,P02_L2_58a
P02,2,58,b,past,el carro gastó la gasolina,gastó,2,1,0.62,0.74,ɡas.t̪o,P02_L2_58b
P02,2,59,a,present,el niño salta el charco,salta,2,0,0.41,0.64,sal.t̪a,P02_L2_59a
P02,2,59,b,past,el niño saltó el charco,saltó,2,1,0.67,0.8,sal.t̪o,P02_L2_59b
P02,2,60,a,present,la rata corta el queso,corta,2,0,0.47,0.66,kor.t̪a,P02_L2_60a
P02,2,60,b,past,la rata cortó el queso,cortó,2,1,0.69,0.81,kor.t̪o,P02_L2_60b
P02,2,61,a,present,la vaca busca la paja,busca,2,0,0.45,0.67,bus.ka,P02_L2_61a
P02,2,61,b,past,la vaca buscó la paja,buscó,2,1,0.64,0.77,bus.ko,P02_L2_61b
P02,2,62,a,present,la prima limpia el baño,limpia,2,0,0.42,0.6,lim.pja,P02_L2_62a
P02,2,62,b,past,la prima limpió el baño,limpió,2,1,0.65,0.82,lim.pjo,P02_L2_62b
P02,2,63,a,present,la vieja planta el jazmín,planta,2,0,0.55,0.76,plan.t̪a,P02_L2_63a
P02,2,63,b,past,la vieja plantó el jazmín,plantó,2,1,0.75,0.84,plan.t̪o,P02_L2_63b
P02,2,64,a,present,el filtro filtra el aire,filtra,2,0,0.58,0.89,filt̪.ɾa,P02_L2_64a
P02,2,64,b,past,el filtro filtró el aire,filtró,2,1,0.89,1.01,filt̪.ɾo,P02_L2_64b
P02,2,65,a,present,la jefa monta el escritorio,monta,2,0,0.48,0.7,mon.t̪a,P02_L2_65a
P02,2,65,b,past,la jefa montó el escritorio,montó,2,1,0.65,0.74,mon.t̪o,P02_L2_65b
P02,2,66,a,present,la guapa canta la nana,canta,2,0,0.54,0.69,kan.t̪a,P02_L2_66a
P02,2,66,b,past,la guapa cantó la nana,cantó,2,1,0.78,0.9,kan.t̪o,P02_L2_66b
P02,2,67,a,present,la nuera junta el cartón,junta,2,0,0.52,0.74,xun.t̪a,P02_L2_67a
P02,2,67,b,past,la nuera juntó el cartón,juntó,2,1,0.78,0.88,xun.t̪o,P02_L2_67b
P02,2,68,a,present,la grasa marca la pared,marca,2,0,0.5,0.7,mar.ka,P02_L2_68a
P02,2,68,b,past,la grasa marcó la pared,marcó,2,1,0.65,0.76,mar.ko,P02_L2_68b
P02,2,69,a,present,la flaca mezcla el yogur,mezcla,2,0,0.62,0.84,meθ.kla,P02_L2_69a
P02,2,69,b,past,la flaca mezcló el yogur,mezcló,2,1,0.75,0.98,meθ.klo,P02_L2_69b
P02,2,70,a,present,el huésped sopla la pizza,sopla,2,0,0.74,0.85,so.pla,P02_L2_70a
P02,2,70,b,past,el huésped sopló la pizza,sopló,2,1,1.14,1.32,so.plo,P02_L2_70b
P02,2,71,a,present,el cónsul culpa la crisis,culpa,2,0,0.68,0.84,kul.pa,P02_L2_71a
P02,2,71,b,past,el cónsul culpó la crisis,culpó,2,1,0.88,1.02,kul.po,P02_L2_71b
P02,2,72,a,present,la rueda mancha el garaje,mancha,2,0,0.5,0.7,man.tʃa,P02_L2_72a
P02,2,72,b,past,la rueda manchó el garaje,manchó,2,1,0.78,0.93,man.tʃo,P02_L2_72b
P02,2,73,a,present,la rica gasta el crédito,gasta,2,0,0.46,0.71,ɡas.t̪a,P02_L2_73a
P02,2,73,b,past,la rica gastó el crédito,gastó,2,1,0.71,0.8,ɡas.t̪o,P02_L2_73b
P02,2,74,a,present,la cabra salta la valla,salta,2,0,0.52,0.73,sal.t̪a,P02_L2_74a
P02,2,74,b,past,la cabra saltó la valla,saltó,2,1,0.73,0.85,sal.t̪o,P02_L2_74b
P02,2,75,a,present,el mozo corta la cinta,corta,2,0,0.51,0.69,kor.t̪a,P02_L2_75a
P02,2,75,b,past,el mozo cortó la cinta,cortó,2,1,0.79,0.9,kor.t̪o,P02_L2_75b
P02,2,76,a,present,la rubia busca el anillo,busca,2,0,0.47,0.72,bus.ka,P02_L2_76a
P02,2,76,b,past,la rubia buscó el anillo,buscó,2,1,0.66,0.76,bus.ko,P02_L2_76b
P02,2,77,a,present,el trapo limpia la suciedad,limpia,2,0,0.62,0.83,lim.pja,P02_L2_77a
P02,2,77,b,past,el trapo limpió la suciedad,limpió,2,1,0.66,0.83,lim.pjo,P02_L2_77b
P02,2,78,a,present,el cura planta el geranio,planta,2,0,0.49,0.7,plan.t̪a,P02_L2_78a
P02,2,78,b,past,el cura plantó el geranio,plantó,2,1,0.73,0.82,plan.t̪o,P02_L2_78b
P02,2,79,a,present,la malla filtra el aceite,filtra,2,0,0.5,0.79,filt̪.ɾa,P02_L2_79a
P02,2,79,b,past,la malla filtró el aceite,filtró,2,1,0.73,0.79,filt̪.ɾo,P02_L2_79b
P02,2,80,a,present,el nieto monta la estantería,monta,2,0,0.56,0.77,mon.t̪a,P02_L2_80a
P02,2,80,b,past,el nieto montó la estantería,montó,2,1,0.63,0.74,mon.t̪o,P02_L2_80b
P02,2,81,a,present,el viejo canta el bolero,canta,2,0,0.56,0.8,kan.t̪a,P02_L2_81a
P02,2,81,b,past,el viejo cantó el bolero,cantó,2,1,0.82,0.96,kan.t̪o,P02_L2_81b
P02,2,82,a,present,la gata junta la comida,junta,2,0,0.41,0.64,xun.t̪a,P02_L2_82a
P02,2,82,b,past,la gata juntó la comida,juntó,2,1,0.7,0.81,xun.t̪o,P02_L2_82b
P02,2,83,a,present,la bici marca el suelo,marca,2,0,0.5,0.71,mar.ka,P02_L2_83a
P02,2,83,b,past,la bici marcó el suelo,marcó,2,1,0.84,0.96,mar.ko,P02_L2_83b
P02,2,84,a,present,la presa mezcla el cemento,mezcla,2,0,0.49,0.73,meθ.kla,P02_L2_84a
P02,2,84,b,past,la presa mezcló el cemento,mezcló,2,1,0.69,0.86,meθ.klo,P02_L2_84b
P02,2,85,a,present,la monja sopla el fuego,sopla,2,0,0.49,0.68,so.pla,P02_L2_85a
P02,2,85,b,past,la monja sopló el fuego,sopló,2,1,0.61,0.74,so.plo,P02_L2_85b
P02,2,86,a,present,la novia culpa el calor,culpa,2,0,0.54,0.74,kul.pa,P02_L2_86a
P02,2,86,b,past,la novia culpó el calor,culpó,2,1,0.78,0.9,kul.po,P02_L2_86b
P02,2,87,a,present,la sangre mancha la falda,mancha,2,0,0.47,0.64,man.tʃa,P02_L2_87a
P02,2,87,b,past,la sangre manchó la falda,manchó,2,1,0.74,0.87,man.tʃo,P02_L2_87b
P02,2,88,a,present,el novio gasta el jabón,gasta,2,0,0.53,0.7,ɡas.t̪a,P02_L2_88a
P02,2,88,b,past,el novio gastó el jabón,gastó,2,1,0.67,0.76,ɡas.t̪o,P02_L2_88b
P02,2,89,a,present,el mago salta el obstáculo,salta,2,0,0.47,0.68,sal.t̪a,P02_L2_89a
P02,2,89,b,past,el mago saltó el obstáculo,saltó,2,1,0.66,0.77,sal.t̪o,P02_L2_89b
P02,2,90,a,present,la mula corta el heno,corta,2,0,0.48,0.62,kor.t̪a,P02_L2_90a
P02,2,90,b,past,la mula cortó el heno,cortó,2,1,0.76,0.87,kor.t̪o,P02_L2_90b
P03,1,1,a,present,el dueño busca la llave,busca,2,0,0.66,0.83,bus.ka,P03_L1_01a
P03,1,1,b,past,el dueño buscó la llave,buscó,2,1,0.57,0.67,bus.ko,P03_L1_01b
P03,1,2,a,present,el cloro limpia el virus,limpia,2,0,0.65,0.88,lim.pja,P03_L1_02a
P03,1,2,b,past,el cloro limpió el virus,limpió,2,1,0.43,0.55,lim.pjo,P03_L1_02b
P03,1,3,a,present,el hijo planta el árbol,planta,2,0,0.4,0.59,plan.t̪a,P03_L1_03a
P03,1,3,b,past,el hijo plantó el árbol,plantó,2,1,0.64,0.84,plan.t̪o,P03_L1_03b
P03,1,4,a,present,el grifo filtra el agua,filtra,2,0,0.66,0.93,filt̪.ɾa,P03_L1_04a
P03,1,4,b,past,el grifo filtró el agua,filtró,2,1,0.71,0.85,filt̪.ɾo,P03_L1_04b
P03,1,5,a,present,el tío monta el alioli,monta,2,0,0.46,0.61,mon.t̪a,P03_L1_05a
P03,1,5,b,past,el tío montó el alioli,montó,2,1,0.55,0.67,mon.t̪o,P03_L1_05b
P03,1,6,a,present,el ave canta la canción,canta,2,0,0.53,0.67,kan.t̪a,P03_L1_06a
P03,1,6,b,past,el ave cantó la canción,cantó,2,1,0.59,0.7,kan.t̪o,P03_L1_06b
P03,1,7,a,present,la joven junta la basura,junta,2,0,0.52,0.69,xun.t̪a,P03_L1_07a
P03,1,7,b,past,la joven juntó la basura,juntó,2,1,0.74,0.86,xun.t̪o,P03_L1_07b
P03,1,8,a,present,la osa marca la puerta,marca,2,0,0.46,0.64,mar.ka,P03_L1_08a
P03,1,8,b,past,la osa marcó la puerta,marcó,2,1,0.68,0.8,mar.ko,P03_L1_08b
P03,1,9,a,present,el río mezcla la arena,mezcla,2,0,0.46,0.63,meθ.kla,P03_L1_09a
P03,1,9,b,past,el río mezcló la arena,mezcló,2,1,0.67,0.81,meθ.klo,P03_L1_09b
P03,1,10,a,present,el suegro sopla la vela,sopla,2,0,0.61,0.79,so.pla,P03_L1_10a
P03,1,10,b,past,el suegro sopló la vela,sopló,2,1,0.77,0.96,so.plo,P03_L1_10b
P03,1,11,a,present,el yerno culpa el ruido,culpa,2,0,0.46,0.67,kul.pa,P03_L1_11a
P03,1,11,b,past,el yerno culpó el ruido,culpó,2,1,0.68,0.82,kul.po,P03_L1_11b
P03,1,12,a,present,la tinta mancha la camisa,mancha,2,0,1.19,1.36,man.tʃa,P03_L1_12a
P03,1,12,b,past,la tinta manchó la camisa,manchó,2,1,0.72,0.86,man.tʃo,P03_L1_12b
P03,1,13,a,present,la doña gasta el dinero,gasta,2,0,0.6,0.81,ɡas.t̪a,P03_L1_13a
P03,1,13,b,past,la doña gastó el dinero,gastó,2,1,0.58,0.68,ɡas.t̪o,P03_L1_13b
P03,1,14,a,present,la perra salta la cerca,salta,2,0,0.71,0.88,sal.t̪a,P03_L1_14a
P03,1,14,b,past,la perra saltó la cerca,saltó,2,1,0.7,0.79,sal.t̪o,P03_L1_14b
P03,1,15,a,present,el cúter corta el paquete,corta,2,0,0.78,0.93,kor.t̪a,P03_L1_15a
P03,1,15,b,past,el cúter cortó el paquete,cortó,2,1,0.73,0.82,kor.t̪o,P03_L1_15b
P03,1,16,a,present,la niña busca el gato,busca,2,0,0.5,0.69,bus.ka,P03_L1_16a
P03,1,16,b,past,la niña buscó el gato,buscó,2,1,0.82,0.97,bus.ko,P03_L1_16b
P03,1,17,a,present,la madre limpia la casa,limpia,2,0,0.77,0.92,lim.pja,P03_L1_17a
P03,1,17,b,past,la madre limpió la casa,limpió,2,1,0.73,0.86,lim.pjo,P03_L1_17b
P03,1,18,a,present,la hija planta la flor,planta,2,0,0.65,0.83,plan.t̪a,P03_L1_18a
P03,1,18,b,past,la hija plantó la flor,plantó,2,1,0.64,0.74,plan.t̪o,P03_L1_18b
P03,1,19,a,present,el termo filtra el té,filtra,2,0,0.49,0.74,filt̪.ɾa,P03_L1_19a
P03,1,19,b,past,el termo filtró el té,filtró,2,1,0.86,0.97,filt̪.ɾo,P03_L1_19b
P03,1,20,a,present,la tía monta la nata,monta,2,0,0.55,0.73,mon.t̪a,P03_L1_20a
P03,1,20,b,past,la tía montó la nata,montó,2,1,0.57,0.7,mon.t̪o,P03_L1_20b
P03,1,21,a,present,la nieta canta el himno,canta,2,0,0.87,1.02,kan.t̪a,P03_L1_21a
P03,1,21,b,past,la nieta cantó el himno,cantó,2,1,0.6,0.69,kan.t̪o,P03_L1_21b
P03,1,22,a,present,el duque junta la leña,junta,2,0,0.34,0.52,xun.t̪a,P03_L1_22a
P03,1,22,b,past,el duque juntó la leña,juntó,2,1,0.85,0.96,xun.t̪o,P03_L1_22b
P03,1,23,a,present,el perro marca el territorio,marca,2,0,0.56,0.75,mar.ka,P03_L1_23a
P03,1,23,b,past,el perro marcó el territorio,marcó,2,1,0.68,0.77,mar.ko,P03_L1_23b
P03,1,24,a,present,el lobo mezcla la carne,mezcla,2,0,0.59,0.79,meθ.kla,P03_L1_24a
P03,1,24,b,past,el lobo mezcló la carne,mezcló,2,1,0.54,0.73,meθ.klo,P03_L1_24b
P03,1,25,a,present,el nene sopla el guiso,sopla,2,0,0.6,0.83,so.pla,P03_L1_25a
P03,1,25,b,past,el nene sopló el guiso,sopló,2,1,0.51,0.65,so.plo,P03_L1_25b
P03,1,26,a,present,la dama culpa la tormenta,culpa,2,0,0.72,0.91,kul.pa,P03_L1_26a
P03,1,26,b,past,la dama culpó la tormenta,culpó,2,1,0.65,0.77,kul.po,P03_L1_26b
